緯度の整数部分（度）,緯度の小数部分（分）,経度の整数部分（度）,緯度の小数部分(分),震央地名
31,46,129,25,薩摩半島西方沖
31,46,129,28,薩摩半島西方沖
31,46,129,29,薩摩半島西方沖
31,46,129,31,薩摩半島西方沖
31,46,129,32,薩摩半島西方沖
31,46,129,57,薩摩半島西方沖
31,46,129,58,薩摩半島西方沖
31,46,129,59,薩摩半島西方沖
31,46,130,37,鹿児島県薩摩地方
31,46,130,45,鹿児島県薩摩地方
31,46,130,46,鹿児島県薩摩地方
31,46,130,47,鹿児島県薩摩地方
31,46,130,48,鹿児島県薩摩地方
31,46,130,56,鹿児島県大隅地方
31,46,131,0,宮崎県南部山沿い
31,46,131,4,宮崎県南部山沿い
31,46,131,8,宮崎県南部山沿い
31,46,131,9,宮崎県南部山沿い
31,46,131,10,宮崎県南部山沿い
31,46,131,12,宮崎県南部山沿い
31,46,131,27,宮崎県南部平野部
31,46,131,28,宮崎県南部平野部
31,46,131,31,日向灘
31,46,131,32,日向灘
31,46,131,33,日向灘
31,46,131,34,日向灘
31,46,131,35,日向灘
31,46,131,36,日向灘
31,46,131,37,日向灘
31,46,131,38,日向灘
31,46,131,39,日向灘
31,46,131,40,日向灘
31,46,131,41,日向灘
31,46,131,42,日向灘
31,46,131,43,日向灘
31,46,131,44,日向灘
31,46,131,45,日向灘
31,46,131,46,日向灘
31,46,131,47,日向灘
31,46,131,48,日向灘
31,46,131,49,日向灘
31,46,131,50,日向灘
31,46,131,51,日向灘
31,46,131,52,日向灘
31,46,131,53,日向灘
31,46,131,54,日向灘
31,46,131,55,日向灘
31,46,131,56,日向灘
31,46,131,58,日向灘
31,46,131,59,日向灘
31,46,132,1,日向灘
31,46,132,2,日向灘
31,46,132,4,日向灘
31,46,132,6,日向灘
31,46,132,7,日向灘
31,46,132,19,日向灘
31,46,137,40,鳥島近海
31,46,138,16,鳥島近海
31,46,138,23,鳥島近海
31,46,139,6,鳥島近海
31,46,139,34,鳥島近海
31,46,141,53,鳥島近海
31,47,128,49,薩摩半島西方沖
31,47,128,52,薩摩半島西方沖
31,47,128,56,薩摩半島西方沖
31,47,128,57,薩摩半島西方沖
31,47,129,2,薩摩半島西方沖
31,47,129,3,薩摩半島西方沖
31,47,129,4,薩摩半島西方沖
31,47,129,5,薩摩半島西方沖
31,47,129,6,薩摩半島西方沖
31,47,129,7,薩摩半島西方沖
31,47,129,8,薩摩半島西方沖
31,47,129,9,薩摩半島西方沖
31,47,129,10,薩摩半島西方沖
31,47,129,11,薩摩半島西方沖
31,47,129,12,薩摩半島西方沖
31,47,129,13,薩摩半島西方沖
31,47,129,14,薩摩半島西方沖
31,47,129,15,薩摩半島西方沖
31,47,129,16,薩摩半島西方沖
31,47,129,18,薩摩半島西方沖
31,47,129,22,薩摩半島西方沖
31,47,129,23,薩摩半島西方沖
31,47,129,24,薩摩半島西方沖
31,47,129,27,薩摩半島西方沖
31,47,129,28,薩摩半島西方沖
31,47,129,29,薩摩半島西方沖
31,47,129,30,薩摩半島西方沖
31,47,129,31,薩摩半島西方沖
31,47,129,36,薩摩半島西方沖
31,47,129,42,薩摩半島西方沖
31,47,129,46,薩摩半島西方沖
31,47,129,49,薩摩半島西方沖
31,47,129,57,薩摩半島西方沖
31,47,129,58,薩摩半島西方沖
31,47,129,59,薩摩半島西方沖
31,47,130,0,薩摩半島西方沖
31,47,130,35,鹿児島県薩摩地方
31,47,130,37,鹿児島県薩摩地方
31,47,130,40,鹿児島県薩摩地方
31,47,130,45,鹿児島県薩摩地方
31,47,130,47,鹿児島県薩摩地方
31,47,130,49,鹿児島県薩摩地方
31,47,130,53,鹿児島県大隅地方
31,47,130,55,鹿児島県大隅地方
31,47,131,3,宮崎県南部山沿い
31,47,131,4,宮崎県南部山沿い
31,47,131,5,宮崎県南部山沿い
31,47,131,12,宮崎県南部山沿い
31,47,131,14,宮崎県南部山沿い
31,47,131,22,宮崎県南部平野部
31,47,131,24,宮崎県南部平野部
31,47,131,25,宮崎県南部平野部
31,47,131,26,宮崎県南部平野部
31,47,131,27,宮崎県南部平野部
31,47,131,28,宮崎県南部平野部
31,47,131,29,宮崎県南部平野部
31,47,131,31,日向灘
31,47,131,32,日向灘
31,47,131,33,日向灘
31,47,131,35,日向灘
31,47,131,36,日向灘
31,47,131,37,日向灘
31,47,131,38,日向灘
31,47,131,39,日向灘
31,47,131,40,日向灘
31,47,131,41,日向灘
31,47,131,45,日向灘
31,47,131,46,日向灘
31,47,131,47,日向灘
31,47,131,48,日向灘
31,47,131,49,日向灘
31,47,131,50,日向灘
31,47,131,51,日向灘
31,47,131,52,日向灘
31,47,131,53,日向灘
31,47,131,54,日向灘
31,47,131,56,日向灘
31,47,131,57,日向灘
31,47,132,3,日向灘
31,47,132,5,日向灘
31,47,132,7,日向灘
31,47,132,19,日向灘
31,47,138,22,鳥島近海
31,47,139,6,鳥島近海
31,47,139,28,鳥島近海
31,47,139,52,鳥島近海
31,47,140,36,鳥島近海
31,47,140,38,鳥島近海
31,47,140,48,鳥島近海
31,47,140,53,鳥島近海
31,47,141,50,鳥島近海
31,48,128,51,薩摩半島西方沖
31,48,128,52,薩摩半島西方沖
31,48,128,56,薩摩半島西方沖
31,48,128,57,薩摩半島西方沖
31,48,128,58,薩摩半島西方沖
31,48,129,1,薩摩半島西方沖
31,48,129,4,薩摩半島西方沖
31,48,129,5,薩摩半島西方沖
31,48,129,6,薩摩半島西方沖
31,48,129,7,薩摩半島西方沖
31,48,129,8,薩摩半島西方沖
31,48,129,9,薩摩半島西方沖
31,48,129,15,薩摩半島西方沖
31,48,129,20,薩摩半島西方沖
31,48,129,23,薩摩半島西方沖
31,48,129,27,薩摩半島西方沖
31,48,129,28,薩摩半島西方沖
31,48,129,29,薩摩半島西方沖
31,48,129,30,薩摩半島西方沖
31,48,129,32,薩摩半島西方沖
31,48,129,33,薩摩半島西方沖
31,48,129,34,薩摩半島西方沖
31,48,129,35,薩摩半島西方沖
31,48,129,36,薩摩半島西方沖
31,48,129,38,薩摩半島西方沖
31,48,129,39,薩摩半島西方沖
31,48,129,43,薩摩半島西方沖
31,48,130,1,薩摩半島西方沖
31,48,130,7,薩摩半島西方沖
31,48,130,13,鹿児島県薩摩地方
31,48,130,14,鹿児島県薩摩地方
31,48,130,19,鹿児島県薩摩地方
31,48,130,24,鹿児島県薩摩地方
31,48,130,35,鹿児島県薩摩地方
31,48,130,37,鹿児島県薩摩地方
31,48,130,39,鹿児島県薩摩地方
31,48,130,42,鹿児島県薩摩地方
31,48,130,43,鹿児島県薩摩地方
31,48,130,47,鹿児島県薩摩地方
31,48,130,49,鹿児島県薩摩地方
31,48,130,54,鹿児島県大隅地方
31,48,130,59,宮崎県南部山沿い
31,48,131,2,宮崎県南部山沿い
31,48,131,5,宮崎県南部山沿い
31,48,131,6,宮崎県南部山沿い
31,48,131,7,宮崎県南部山沿い
31,48,131,8,宮崎県南部山沿い
31,48,131,20,宮崎県南部平野部
31,48,131,25,宮崎県南部平野部
31,48,131,26,宮崎県南部平野部
31,48,131,27,宮崎県南部平野部
31,48,131,28,宮崎県南部平野部
31,48,131,29,日向灘
31,48,131,30,日向灘
31,48,131,31,日向灘
31,48,131,32,日向灘
31,48,131,33,日向灘
31,48,131,34,日向灘
31,48,131,35,日向灘
31,48,131,36,日向灘
31,48,131,37,日向灘
31,48,131,38,日向灘
31,48,131,39,日向灘
31,48,131,41,日向灘
31,48,131,42,日向灘
31,48,131,44,日向灘
31,48,131,47,日向灘
31,48,131,48,日向灘
31,48,131,49,日向灘
31,48,131,50,日向灘
31,48,131,51,日向灘
31,48,131,52,日向灘
31,48,131,53,日向灘
31,48,131,55,日向灘
31,48,131,56,日向灘
31,48,131,57,日向灘
31,48,132,1,日向灘
31,48,132,3,日向灘
31,48,132,5,日向灘
31,48,132,7,日向灘
31,48,132,17,日向灘
31,48,138,12,鳥島近海
31,48,139,15,鳥島近海
31,48,140,30,鳥島近海
31,48,140,31,鳥島近海
31,48,140,34,鳥島近海
31,48,140,49,鳥島近海
31,48,141,49,鳥島近海
31,48,141,51,鳥島近海
31,48,142,31,鳥島近海
31,49,128,50,薩摩半島西方沖
31,49,128,51,薩摩半島西方沖
31,49,128,53,薩摩半島西方沖
31,49,128,55,薩摩半島西方沖
31,49,128,56,薩摩半島西方沖
31,49,128,57,薩摩半島西方沖
31,49,128,58,薩摩半島西方沖
31,49,128,59,薩摩半島西方沖
31,49,129,2,薩摩半島西方沖
31,49,129,3,薩摩半島西方沖
31,49,129,4,薩摩半島西方沖
31,49,129,8,薩摩半島西方沖
31,49,129,9,薩摩半島西方沖
31,49,129,11,薩摩半島西方沖
31,49,129,14,薩摩半島西方沖
31,49,129,15,薩摩半島西方沖
31,49,129,19,薩摩半島西方沖
31,49,129,22,薩摩半島西方沖
31,49,129,23,薩摩半島西方沖
31,49,129,27,薩摩半島西方沖
31,49,129,28,薩摩半島西方沖
31,49,129,29,薩摩半島西方沖
31,49,129,30,薩摩半島西方沖
31,49,129,31,薩摩半島西方沖
31,49,129,32,薩摩半島西方沖
31,49,129,38,薩摩半島西方沖
31,49,129,39,薩摩半島西方沖
31,49,129,57,薩摩半島西方沖
31,49,130,5,薩摩半島西方沖
31,49,130,6,薩摩半島西方沖
31,49,130,7,薩摩半島西方沖
31,49,130,8,薩摩半島西方沖
31,49,130,12,鹿児島県薩摩地方
31,49,130,13,鹿児島県薩摩地方
31,49,130,14,鹿児島県薩摩地方
31,49,130,16,鹿児島県薩摩地方
31,49,130,17,鹿児島県薩摩地方
31,49,130,18,鹿児島県薩摩地方
31,49,130,19,鹿児島県薩摩地方
31,49,130,34,鹿児島県薩摩地方
31,49,130,40,鹿児島県薩摩地方
31,49,130,41,鹿児島県薩摩地方
31,49,130,42,鹿児島県薩摩地方
31,49,130,45,鹿児島県薩摩地方
31,49,130,46,鹿児島県薩摩地方
31,49,130,47,鹿児島県薩摩地方
31,49,130,51,鹿児島県薩摩地方
31,49,130,53,宮崎県南部山沿い
31,49,130,55,宮崎県南部山沿い
31,49,130,58,宮崎県南部山沿い
31,49,131,1,宮崎県南部山沿い
31,49,131,2,宮崎県南部山沿い
31,49,131,3,宮崎県南部山沿い
31,49,131,4,宮崎県南部山沿い
31,49,131,5,宮崎県南部山沿い
31,49,131,7,宮崎県南部山沿い
31,49,131,8,宮崎県南部山沿い
31,49,131,9,宮崎県南部山沿い
31,49,131,10,宮崎県南部山沿い
31,49,131,11,宮崎県南部山沿い
31,49,131,18,宮崎県南部平野部
31,49,131,26,宮崎県南部平野部
31,49,131,27,宮崎県南部平野部
31,49,131,28,日向灘
31,49,131,29,日向灘
31,49,131,30,日向灘
31,49,131,31,日向灘
31,49,131,34,日向灘
31,49,131,35,日向灘
31,49,131,36,日向灘
31,49,131,37,日向灘
31,49,131,39,日向灘
31,49,131,40,日向灘
31,49,131,41,日向灘
31,49,131,42,日向灘
31,49,131,45,日向灘
31,49,131,46,日向灘
31,49,131,47,日向灘
31,49,131,48,日向灘
31,49,131,49,日向灘
31,49,131,50,日向灘
31,49,131,51,日向灘
31,49,131,52,日向灘
31,49,131,53,日向灘
31,49,131,54,日向灘
31,49,131,55,日向灘
31,49,131,56,日向灘
31,49,132,10,日向灘
31,49,132,19,日向灘
31,49,133,21,四国沖
31,49,138,37,鳥島近海
31,49,138,47,鳥島近海
31,49,140,3,鳥島近海
31,49,140,27,鳥島近海
31,49,140,41,鳥島近海
31,49,142,15,鳥島近海
31,49,142,18,鳥島近海
31,49,142,29,鳥島近海
31,50,128,52,薩摩半島西方沖
31,50,128,53,薩摩半島西方沖
31,50,128,54,薩摩半島西方沖
31,50,128,56,薩摩半島西方沖
31,50,128,57,薩摩半島西方沖
31,50,128,58,薩摩半島西方沖
31,50,129,0,薩摩半島西方沖
31,50,129,3,薩摩半島西方沖
31,50,129,5,薩摩半島西方沖
31,50,129,7,薩摩半島西方沖
31,50,129,9,薩摩半島西方沖
31,50,129,11,薩摩半島西方沖
31,50,129,14,薩摩半島西方沖
31,50,129,15,薩摩半島西方沖
31,50,129,16,薩摩半島西方沖
31,50,129,18,薩摩半島西方沖
31,50,129,20,薩摩半島西方沖
31,50,129,21,薩摩半島西方沖
31,50,129,22,薩摩半島西方沖
31,50,129,23,薩摩半島西方沖
31,50,129,24,薩摩半島西方沖
31,50,129,25,薩摩半島西方沖
31,50,129,27,薩摩半島西方沖
31,50,129,28,薩摩半島西方沖
31,50,129,29,薩摩半島西方沖
31,50,129,30,薩摩半島西方沖
31,50,129,31,薩摩半島西方沖
31,50,129,32,薩摩半島西方沖
31,50,129,39,薩摩半島西方沖
31,50,129,42,薩摩半島西方沖
31,50,129,43,薩摩半島西方沖
31,50,129,49,薩摩半島西方沖
31,50,130,5,薩摩半島西方沖
31,50,130,7,薩摩半島西方沖
31,50,130,8,薩摩半島西方沖
31,50,130,13,鹿児島県薩摩地方
31,50,130,18,鹿児島県薩摩地方
31,50,130,19,鹿児島県薩摩地方
31,50,130,36,鹿児島県薩摩地方
31,50,130,38,鹿児島県薩摩地方
31,50,130,41,鹿児島県薩摩地方
31,50,130,42,鹿児島県薩摩地方
31,50,130,43,鹿児島県薩摩地方
31,50,130,44,鹿児島県薩摩地方
31,50,130,45,鹿児島県薩摩地方
31,50,130,46,鹿児島県薩摩地方
31,50,130,47,鹿児島県薩摩地方
31,50,130,48,鹿児島県薩摩地方
31,50,130,49,鹿児島県薩摩地方
31,50,130,52,鹿児島県薩摩地方
31,50,130,55,宮崎県南部山沿い
31,50,130,57,宮崎県南部山沿い
31,50,130,58,宮崎県南部山沿い
31,50,130,59,宮崎県南部山沿い
31,50,131,0,宮崎県南部山沿い
31,50,131,1,宮崎県南部山沿い
31,50,131,2,宮崎県南部山沿い
31,50,131,3,宮崎県南部山沿い
31,50,131,4,宮崎県南部山沿い
31,50,131,5,宮崎県南部山沿い
31,50,131,6,宮崎県南部山沿い
31,50,131,8,宮崎県南部山沿い
31,50,131,9,宮崎県南部山沿い
31,50,131,10,宮崎県南部山沿い
31,50,131,12,宮崎県南部山沿い
31,50,131,21,宮崎県南部平野部
31,50,131,22,宮崎県南部平野部
31,50,131,27,宮崎県南部平野部
31,50,131,28,日向灘
31,50,131,31,日向灘
31,50,131,32,日向灘
31,50,131,33,日向灘
31,50,131,34,日向灘
31,50,131,35,日向灘
31,50,131,37,日向灘
31,50,131,38,日向灘
31,50,131,39,日向灘
31,50,131,41,日向灘
31,50,131,42,日向灘
31,50,131,43,日向灘
31,50,131,45,日向灘
31,50,131,46,日向灘
31,50,131,50,日向灘
31,50,131,51,日向灘
31,50,131,53,日向灘
31,50,131,54,日向灘
31,50,131,55,日向灘
31,50,131,56,日向灘
31,50,132,3,日向灘
31,50,132,4,日向灘
31,50,132,6,日向灘
31,50,132,9,日向灘
31,50,132,10,日向灘
31,50,132,17,日向灘
31,50,137,41,鳥島近海
31,50,140,3,鳥島近海
31,50,140,31,鳥島近海
31,50,140,34,鳥島近海
31,50,140,38,鳥島近海
31,50,140,54,鳥島近海
31,50,141,40,鳥島近海
31,50,141,42,鳥島近海
31,50,141,50,鳥島近海
31,50,142,0,鳥島近海
31,50,142,7,鳥島近海
31,50,142,15,鳥島近海
31,50,142,16,鳥島近海
31,50,142,25,鳥島近海
31,51,128,53,薩摩半島西方沖
31,51,128,54,薩摩半島西方沖
31,51,128,55,薩摩半島西方沖
31,51,128,56,薩摩半島西方沖
31,51,128,57,薩摩半島西方沖
31,51,128,58,薩摩半島西方沖
31,51,129,0,薩摩半島西方沖
31,51,129,1,薩摩半島西方沖
31,51,129,2,薩摩半島西方沖
31,51,129,3,薩摩半島西方沖
31,51,129,4,薩摩半島西方沖
31,51,129,6,薩摩半島西方沖
31,51,129,8,薩摩半島西方沖
31,51,129,9,薩摩半島西方沖
31,51,129,10,薩摩半島西方沖
31,51,129,11,薩摩半島西方沖
31,51,129,12,薩摩半島西方沖
31,51,129,13,薩摩半島西方沖
31,51,129,14,薩摩半島西方沖
31,51,129,15,薩摩半島西方沖
31,51,129,16,薩摩半島西方沖
31,51,129,17,薩摩半島西方沖
31,51,129,18,薩摩半島西方沖
31,51,129,19,薩摩半島西方沖
31,51,129,20,薩摩半島西方沖
31,51,129,21,薩摩半島西方沖
31,51,129,22,薩摩半島西方沖
31,51,129,25,薩摩半島西方沖
31,51,129,26,薩摩半島西方沖
31,51,129,28,薩摩半島西方沖
31,51,129,29,薩摩半島西方沖
31,51,129,31,薩摩半島西方沖
31,51,129,54,薩摩半島西方沖
31,51,129,55,薩摩半島西方沖
31,51,129,56,薩摩半島西方沖
31,51,130,7,薩摩半島西方沖
31,51,130,18,鹿児島県薩摩地方
31,51,130,36,鹿児島県薩摩地方
31,51,130,38,鹿児島県薩摩地方
31,51,130,39,鹿児島県薩摩地方
31,51,130,42,鹿児島県薩摩地方
31,51,130,43,鹿児島県薩摩地方
31,51,130,44,鹿児島県薩摩地方
31,51,130,45,鹿児島県薩摩地方
31,51,130,47,鹿児島県薩摩地方
31,51,130,49,鹿児島県薩摩地方
31,51,130,50,鹿児島県薩摩地方
31,51,130,56,宮崎県南部山沿い
31,51,130,59,宮崎県南部山沿い
31,51,131,0,宮崎県南部山沿い
31,51,131,1,宮崎県南部山沿い
31,51,131,2,宮崎県南部山沿い
31,51,131,3,宮崎県南部山沿い
31,51,131,4,宮崎県南部山沿い
31,51,131,5,宮崎県南部山沿い
31,51,131,6,宮崎県南部山沿い
31,51,131,7,宮崎県南部山沿い
31,51,131,8,宮崎県南部山沿い
31,51,131,9,宮崎県南部山沿い
31,51,131,10,宮崎県南部山沿い
31,51,131,14,宮崎県南部山沿い
31,51,131,15,宮崎県南部平野部
31,51,131,17,宮崎県南部平野部
31,51,131,21,宮崎県南部平野部
31,51,131,23,宮崎県南部平野部
31,51,131,24,宮崎県南部平野部
31,51,131,27,宮崎県南部平野部
31,51,131,28,日向灘
31,51,131,30,日向灘
31,51,131,31,日向灘
31,51,131,35,日向灘
31,51,131,36,日向灘
31,51,131,37,日向灘
31,51,131,38,日向灘
31,51,131,39,日向灘
31,51,131,40,日向灘
31,51,131,41,日向灘
31,51,131,42,日向灘
31,51,131,43,日向灘
31,51,131,44,日向灘
31,51,131,45,日向灘
31,51,131,46,日向灘
31,51,131,47,日向灘
31,51,131,48,日向灘
31,51,131,49,日向灘
31,51,131,50,日向灘
31,51,131,51,日向灘
31,51,131,52,日向灘
31,51,131,53,日向灘
31,51,131,54,日向灘
31,51,131,55,日向灘
31,51,131,56,日向灘
31,51,131,57,日向灘
31,51,131,58,日向灘
31,51,132,5,日向灘
31,51,132,6,日向灘
31,51,132,7,日向灘
31,51,132,8,日向灘
31,51,132,32,九州地方南東沖
31,51,132,35,九州地方南東沖
31,51,132,36,九州地方南東沖
31,51,132,47,四国沖
31,51,138,48,鳥島近海
31,51,139,33,鳥島近海
31,51,140,28,鳥島近海
31,51,140,43,鳥島近海
31,51,140,45,鳥島近海
31,51,142,25,鳥島近海
31,52,128,54,薩摩半島西方沖
31,52,128,58,薩摩半島西方沖
31,52,128,59,薩摩半島西方沖
31,52,129,2,薩摩半島西方沖
31,52,129,3,薩摩半島西方沖
31,52,129,4,薩摩半島西方沖
31,52,129,5,薩摩半島西方沖
31,52,129,7,薩摩半島西方沖
31,52,129,8,薩摩半島西方沖
31,52,129,9,薩摩半島西方沖
31,52,129,10,薩摩半島西方沖
31,52,129,11,薩摩半島西方沖
31,52,129,12,薩摩半島西方沖
31,52,129,13,薩摩半島西方沖
31,52,129,16,薩摩半島西方沖
31,52,129,17,薩摩半島西方沖
31,52,129,18,薩摩半島西方沖
31,52,129,19,薩摩半島西方沖
31,52,129,20,薩摩半島西方沖
31,52,129,31,薩摩半島西方沖
31,52,129,32,薩摩半島西方沖
31,52,129,33,薩摩半島西方沖
31,52,129,40,薩摩半島西方沖
31,52,129,42,薩摩半島西方沖
31,52,129,53,薩摩半島西方沖
31,52,129,54,薩摩半島西方沖
31,52,129,55,薩摩半島西方沖
31,52,130,9,薩摩半島西方沖
31,52,130,17,鹿児島県薩摩地方
31,52,130,18,鹿児島県薩摩地方
31,52,130,19,鹿児島県薩摩地方
31,52,130,37,鹿児島県薩摩地方
31,52,130,38,鹿児島県薩摩地方
31,52,130,39,鹿児島県薩摩地方
31,52,130,40,鹿児島県薩摩地方
31,52,130,41,鹿児島県薩摩地方
31,52,130,42,鹿児島県薩摩地方
31,52,130,43,鹿児島県薩摩地方
31,52,130,45,鹿児島県薩摩地方
31,52,130,48,鹿児島県薩摩地方
31,52,130,49,鹿児島県薩摩地方
31,52,130,57,宮崎県南部山沿い
31,52,130,58,宮崎県南部山沿い
31,52,130,59,宮崎県南部山沿い
31,52,131,0,宮崎県南部山沿い
31,52,131,1,宮崎県南部山沿い
31,52,131,2,宮崎県南部山沿い
31,52,131,3,宮崎県南部山沿い
31,52,131,4,宮崎県南部山沿い
31,52,131,5,宮崎県南部山沿い
31,52,131,7,宮崎県南部山沿い
31,52,131,8,宮崎県南部山沿い
31,52,131,9,宮崎県南部山沿い
31,52,131,10,宮崎県南部山沿い
31,52,131,11,宮崎県南部山沿い
31,52,131,12,宮崎県南部平野部
31,52,131,13,宮崎県南部山沿い
31,52,131,14,宮崎県南部山沿い
31,52,131,15,宮崎県南部山沿い
31,52,131,26,宮崎県南部平野部
31,52,131,27,宮崎県南部平野部
31,52,131,29,日向灘
31,52,131,30,日向灘
31,52,131,33,日向灘
31,52,131,34,日向灘
31,52,131,36,日向灘
31,52,131,38,日向灘
31,52,131,39,日向灘
31,52,131,40,日向灘
31,52,131,41,日向灘
31,52,131,43,日向灘
31,52,131,44,日向灘
31,52,131,45,日向灘
31,52,131,46,日向灘
31,52,131,47,日向灘
31,52,131,48,日向灘
